Total_size,LotArea,Neighborhood,OverallQual,Age_at_sale,YrSold,log_sales
2107,21750,Mitchel,5,3,2009,11.652687407345388
1238,11100,Edwards,4,4,2010,11.349229372299439
1738,8993,Gilbert,7,0,2007,12.080991165908294
1756,11175,CollgCr,7,0,2007,12.206777397134413
2959,9500,NAmes,6,29,2007,12.013700752882718
2273,8562,Edwards,5,8,2010,11.881034786534624
3507,11367,CollgCr,8,4,2006,12.449018824140563
2645,11361,NWAmes,6,32,2008,12.100712129872347
2507,7052,NridgHt,7,1,2006,12.132695175725399
2912,29959,NoRidge,7,15,2009,12.421184025147118
3956,11308,NridgHt,9,1,2009,12.721885810807203
3277,11275,Crawfor,6,57,2007,12.301382825334498
2536,4920,StoneBr,8,9,2010,12.271392111650817
2142,18000,IDOTRR,3,58,2008,11.302204433654575
2897,13600,OldTown,5,57,2007,11.407564949312402
1940,6000,OldTown,6,26,2006,11.612770799939945
2604,11000,NAmes,5,43,2009,11.944707881395766
3994,14000,ClearCr,7,13,2010,12.70076888736628
1951,7837,Gilbert,6,15,2009,12.089538829274222
2833,9760,NAmes,6,44,2008,12.031123843065632
3934,3964,MeadowV,6,33,2006,11.927680619985486
1689,9600,NAmes,5,4,2007,11.813030057420567
1920,10152,NAmes,5,51,2007,11.813030057420567
2295,11700,NWAmes,6,41,2009,11.944707881395766
1736,7585,Edwards,5,56,2006,11.424094251263613
2401,7950,Edwards,6,32,2009,11.979799201207037
2066,8556,CollgCr,7,1,2007,12.175613438045465
2390,13125,Crawfor,7,23,2007,12.299107511497363
2658,10800,OldTown,5,17,2006,12.043553716032399
2261,15870,NAmes,5,37,2006,11.840789327054841
1930,4435,CollgCr,6,2,2006,11.956970055045868
1784,8775,CollgCr,5,13,2007,11.744037185933616
2442,11040,NWAmes,6,4,2008,11.884489021402711
2172,7500,Sawyer,5,47,2010,11.79810440720389
1986,8749,CollgCr,7,5,2007,12.165250651009918
2265,8800,NAmes,6,42,2006,11.982929094215963
2499,13031,Gilbert,6,10,2006,12.141534124392603
2307,9069,SawyerW,6,18,2010,11.898187865760873
1712,1974,MeadowV,4,37,2010,11.332601910838946
2996,10574,Somerst,8,3,2009,12.437184366493561
2089,2522,Edwards,7,2,2006,11.831379196088763
2836,3316,Somerst,8,1,2006,12.190959007720126
1440,8544,NAmes,3,59,2009,11.439278924801929
2224,2160,Somerst,7,8,2008,11.982929094215963
2693,8400,SWISU,6,58,2008,11.824079893607152
2745,9230,NAmes,5,8,2006,11.891361900690473
1732,5868,NAmes,5,10,2010,11.76756768334381
1778,9317,CollgCr,6,1,2007,12.08069081199846
1355,6882,IDOTRR,6,1,2007,11.751942365440728
1549,3696,StoneBr,8,21,2007,12.043553716032399
2236,6000,BrkSide,4,59,2009,11.759785542901755
2783,11880,NWAmes,7,31,2009,11.964001084330445
974,8400,SWISU,2,59,2009,11.002099841204238
1929,9758,NAmes,5,36,2007,11.691071650353702
1976,7000,NAmes,5,5,2007,11.813030057420567
2388,8910,NAmes,6,47,2006,11.979799201207037
1742,2016,BrDale,5,37,2007,11.571194373094205
4366,12256,NoRidge,8,15,2010,12.691580461311874
2899,10357,SawyerW,7,16,2007,12.100156419938624
2443,23257,Gilbert,7,0,2006,12.523525876315125
2153,8063,Gilbert,6,7,2007,12.106252310247962
3737,11362,NridgHt,8,4,2009,12.542544882151386
2308,8000,Gilbert,6,12,2008,12.144197241812087
2850,10480,NWAmes,7,32,2008,12.230765258120545
1832,7100,NAmes,5,49,2006,11.77452020265869
1891,8923,NAmes,5,1,2007,11.809319478024031
1574,5400,OldTown,5,6,2006,11.669929213779893
3666,12085,NridgHt,8,0,2007,12.669806661762314
2299,7750,Gilbert,8,7,2009,12.123234367221169
2046,9764,Sawyer,5,5,2008,11.77528972943772
1901,13825,Sawyer,5,21,2008,11.84939770159144
1695,7560,NAmes,5,47,2006,11.803353763090035
1320,8263,IDOTRR,6,57,2007,11.681824001432043
2358,10084,CollgCr,7,0,2006,12.26857785088157
1248,8926,Edwards,4,53,2009,11.626254150277232
698,9405,Edwards,5,1,2009,11.678439903447801
1874,9125,Gilbert,7,15,2007,12.00701176473192
1677,10434,NAmes,4,54,2009,11.652687407345388
2215,3684,Blmngtn,7,2,2009,12.066810578196666
3460,14572,Gilbert,7,3,2007,12.464583340681674
2393,11796,Gilbert,7,2,2007,12.2783933071098
2544,7200,OldTown,5,27,2007,11.84939770159144
3179,7804,SWISU,4,59,2009,11.813030057420567
1186,10712,Mitchel,5,15,2007,11.44571671527678
2415,9900,OldTown,6,57,2007,11.67419361256635
3070,9828,SawyerW,8,14,2009,12.386308695833106
2060,8773,Gilbert,6,10,2007,12.037653993905211
1166,6180,BrkSide,6,57,2007,11.532728092266408
1820,9600,NAmes,6,58,2008,11.686878772093667
1020,6342,Sawyer,5,14,2010,11.451050061252142
3848,9819,Mitchel,6,32,2009,12.185869938212655
2307,8731,BrkSide,5,57,2007,11.877568578558138
2644,7350,NAmes,5,57,2008,11.842229212112828
2733,10304,NWAmes,5,33,2009,12.193493863323313
5030,9965,CollgCr,8,0,2007,12.959538518762063
1294,9000,Sawyer,5,49,2008,11.289781913656018
1552,12180,Edwards,4,60,2010,11.289781913656018
1801,6240,BrkSide,5,56,2006,11.911701584927597
2959,11200,SawyerW,6,21,2006,12.100712129872347
2073,12000,Crawfor,7,59,2009,12.069680020624618
1399,5700,OldTown,7,58,2008,11.66907414746016
2430,9000,OldTown,7,21,2009,11.870599909242044
1238,8280,NAmes,6,57,2007,11.728036844587175
2170,17755,Edwards,5,47,2006,11.917723684090689
3124,14115,Crawfor,6,2,2006,12.345834587905333
1786,5890,IDOTRR,6,1,2008,11.699405031912846
2766,13700,NAmes,7,20,2008,12.215032386901646
3122,10768,Veenker,5,3,2007,12.292250341771226
2400,9350,NAmes,5,9,2008,12.100156419938624
2844,5001,NridgHt,7,1,2009,12.345834587905333
2410,11932,Somerst,8,0,2008,12.367885325692589
2858,9120,NWAmes,6,34,2008,12.128111104060462
2207,2280,NPkVill,6,32,2010,11.891361900690473
3292,14778,Crawfor,6,2,2008,12.319401330837177
1836,8724,Sawyer,5,39,2007,11.76756768334381
2856,12900,Sawyer,4,39,2008,11.598726943661342
3091,16157,Veenker,5,29,2007,12.175613438045465
2146,9541,NridgHt,7,0,2009,12.359523080243038
2470,10475,CollgCr,8,2,2010,12.41044104151805
2929,10852,Gilbert,6,6,2006,12.061046873479915
3274,13728,Edwards,6,22,2008,12.367340793126296
5821,35760,NoRidge,10,10,2006,13.345506928718539
1998,9880,Mitchel,6,31,2008,12.049418835484797
2356,9120,NAmes,6,50,2008,12.0015054797889
1875,4017,Somerst,7,1,2008,12.05466819137094
3228,18030,ClearCr,5,13,2007,12.20856952572876
3208,16560,Crawfor,6,56,2006,12.384218830913648
4113,10678,NoRidge,8,7,2007,12.560244459250788
1845,6951,Mitchel,5,23,2008,11.691071650353702
1902,3950,OldTown,6,5,2009,11.652687407345388
1529,7681,Crawfor,5,59,2009,11.95053502640496
1124,8335,Edwards,5,52,2006,11.440354772135393
4423,11170,Timber,7,15,2006,12.429216196844383
3614,5587,Crawfor,8,0,2008,12.8802918162046
7385,15623,NoRidge,10,11,2007,13.521139497361697
2671,10800,OldTown,5,56,2006,11.695247021764184
3726,35133,Timber,5,44,2007,12.137258329529814
2005,9738,Edwards,5,56,2006,11.560762794384388
2559,10615,OldTown,3,39,2009,11.461632170582678
3837,12461,NoRidge,8,11,2006,12.476099782743233
2153,8935,CollgCr,7,7,2009,12.180754837545884
2246,7500,Gilbert,7,11,2010,12.14950229404178
4137,32463,Mitchel,4,32,2007,12.031719258385396
1933,2645,Somerst,8,7,2007,12.066810578196666
1722,9600,OldTown,5,13,2007,11.736069016284437
2509,4500,Mitchel,6,10,2009,12.013700752882718
2022,9364,Sawyer,6,41,2010,11.970350312009105
1856,8029,Gilbert,6,3,2008,12.078239274020289
2523,14054,Gilbert,7,0,2006,12.297785453453374
1915,8850,OldTown,7,56,2006,11.877568578558138
1785,9100,CollgCr,7,8,2009,12.089538829274222
2388,11235,Sawyer,4,27,2006,11.904967552746252
1144,9353,NAmes,4,36,2006,11.661776411702583
2325,10400,CollgCr,7,11,2009,12.195517131590657
1564,6000,BrkSide,5,12,2009,11.669929213779893
2081,9750,CollgCr,7,8,2009,12.269047444691562
2357,10140,NWAmes,5,31,2006,11.941455846009388
3559,14684,SawyerW,7,18,2009,12.513189630620563
2496,8900,SawyerW,4,40,2006,11.580584113444043
2584,9135,CollgCr,6,3,2006,12.206072645530174
2401,7763,NAmes,5,28,2008,11.84939770159144
3380,10182,Somerst,8,0,2006,12.577636201962656
2307,11218,SawyerW,6,18,2010,12.14950229404178
2671,12134,Gilbert,8,5,2010,12.007621706806335
1250,9340,Edwards,4,59,2009,11.635143097694478
1972,10246,Sawyer,4,5,2006,11.884489021402711
2083,10205,NAmes,5,44,2006,11.809319478024031
1832,7094,Sawyer,5,41,2007,11.736069016284437
2441,8930,Sawyer,6,32,2010,11.626254150277232
2802,8640,Somerst,8,0,2009,12.343466568968994
912,6240,BrkSide,4,56,2006,11.296012463406655
1218,1680,BrDale,6,35,2006,11.424094251263613
2112,7800,NAmes,5,42,2006,11.652687407345388
2275,8250,Sawyer,5,40,2008,11.805595078933049
2357,10496,NAmes,6,57,2007,11.870599909242044
3420,10680,NAmes,5,55,2006,11.834284063781393
2602,15384,Gilbert,7,3,2008,12.122691036591123
1909,10482,NAmes,6,49,2007,11.884489021402711
2601,14598,Somerst,6,1,2008,12.273731294003989
2083,8872,NAmes,5,0,2008,11.898187865760873
4294,8769,NridgHt,9,0,2008,12.813917896253697
2577,7910,NAmes,5,48,2008,11.751942365440728
3929,18890,Sawyer,5,30,2007,12.154779351142624
2533,7728,NAmes,5,44,2006,11.794337924408413
1686,9842,NAmes,4,45,2007,11.53076538309856
2719,12160,NAmes,5,51,2010,11.863582336583399
1964,8525,SWISU,5,58,2008,11.77528972943772
1964,13132,Crawfor,5,56,2006,11.841415931849784
2100,2628,NridgHt,7,7,2010,12.075394321888057
2382,12393,CollgCr,7,1,2006,12.180754837545884
1625,13072,SawyerW,6,1,2006,11.867097278690842
2384,9037,Timber,8,1,2007,12.490875577231112
2861,8158,CollgCr,7,5,2008,12.323411137947407
2643,9849,Somerst,7,0,2007,12.422505731952896
2754,10625,NWAmes,7,36,2010,12.043553716032399
4312,13891,NridgHt,10,0,2006,13.049792684569493
1917,11435,Crawfor,8,56,2006,12.345834587905333
2345,12090,NWAmes,6,4,2007,12.089538829274222
2168,8125,Somerst,7,0,2006,12.136186518066006
2461,12328,Mitchel,6,34,2010,12.042965307660024
2773,9600,OldTown,6,58,2008,11.771436160121729
1894,7200,NAmes,5,57,2007,11.686878772093667
3697,11160,NAmes,7,42,2010,12.404923504275338
1883,3136,NridgHt,7,3,2006,12.053795210084596
1672,9858,Mitchel,5,41,2009,11.77528972943772
3841,17542,Veenker,7,4,2007,12.591335046320818
2053,6931,Edwards,7,4,2008,12.016122061571728
2352,6240,BrkSide,6,57,2007,11.755871643580617
3992,14303,NoRidge,8,14,2008,12.616525295149378
864,4060,Edwards,5,59,2009,11.511924964636645
2221,9587,Gilbert,7,3,2008,12.154779351142624
2554,9750,NAmes,6,39,2008,11.925035115797062
2177,24682,Gilbert,6,10,2009,12.106252310247962
1892,9600,NAmes,5,53,2009,11.766792188927278
2092,11250,ClearCr,4,20,2009,11.992260421644849
2344,13515,BrkSide,6,57,2007,12.103486056755072
2114,4060,NAmes,6,9,2008,12.106252310247962
2408,3735,Somerst,7,7,2006,12.122147410592412
2197,10120,OldTown,7,57,2007,11.711776323715394
2764,13214,Timber,9,1,2010,12.84397135185964
4653,14100,Crawfor,8,11,2008,12.850554654108839
2299,11344,NAmes,5,49,2007,11.877568578558138
3368,23595,ClearCr,7,31,2010,12.468436909997665
1951,9156,NWAmes,6,41,2009,12.132156962580005
2158,13526,Sawyer,5,41,2006,11.827736204810263
2388,11512,Edwards,6,2,2008,12.083905011555967
1802,5362,Crawfor,5,4,2007,11.842229212112828
2540,11345,NAmes,5,57,2007,11.827736204810263
2485,12936,NWAmes,6,37,2009,11.99535161421452
2732,17871,NWAmes,6,33,2009,12.195517131590657
3412,9473,CollgCr,8,6,2008,12.375815420117268
1656,7500,IDOTRR,4,60,2010,11.133128103610641
2905,9808,CollgCr,7,7,2009,12.332705296463539
2876,8049,Timber,7,16,2006,12.100712129872347
2200,8800,CollgCr,5,1,2009,11.921718363171067
1824,9400,Mitchel,6,39,2010,11.842229212112828
2783,9638,SWISU,6,20,2010,12.037653993905211
1692,6000,BrkSide,6,59,2009,11.794337924408413
2506,9790,NWAmes,6,47,2010,11.870599909242044
2784,36500,ClearCr,5,42,2006,12.154779351142624
3316,5664,StoneBr,8,9,2009,12.535376392672774
2723,11065,NridgHt,8,0,2006,12.546109948315882
2650,14112,NAmes,5,46,2010,12.103486056755072
1797,1680,BrDale,5,37,2009,11.691071650353702
2804,6600,OldTown,5,44,2009,11.585246126549855
2386,10140,NWAmes,7,30,2006,12.000891794590137
1603,8172,Edwards,5,16,2006,11.652687407345388
2356,8400,NAmes,5,38,2006,11.83862560460953
2429,8700,NAmes,5,45,2008,11.951180395901384
2144,3675,Edwards,6,0,2006,11.84939770159144
12704,63887,Edwards,10,0,2008,11.982929094215963
2797,7500,NAmes,5,16,2010,11.944707881395766
3167,10762,Gilbert,7,10,2009,12.323855681186558
2254,7500,Crawfor,6,59,2009,12.086725887897607
4110,10120,NoRidge,8,12,2006,12.577636201962656
2450,8688,Somerst,7,1,2006,12.354492650648448
2088,3363,Edwards,7,2,2006,11.77528972943772
4064,13173,NridgHt,9,2,2009,12.691580461311874
1842,6955,NridgHt,7,0,2006,12.218495165528731
2216,8072,CollgCr,5,14,2009,11.835008964139341
2402,12000,OldTown,5,3,2008,11.898187865760873
2990,7153,SawyerW,6,17,2008,12.096257779522967
3875,17500,Crawfor,7,8,2010,12.721885810807203
2707,8814,CollgCr,7,0,2007,12.220961258023925
4042,9572,NoRidge,8,17,2007,12.618182296357007
3378,14774,NoRidge,9,11,2010,12.716402146247475
1960,8190,Edwards,4,53,2007,11.686878772093667
3464,11075,NAmes,6,39,2008,12.239990863733635
2490,10226,CollgCr,8,1,2009,12.596400426884427
1818,4230,Somerst,7,0,2007,12.249610947544657
2535,14781,CollgCr,8,4,2006,12.524526376648708
1688,10215,Edwards,4,53,2007,11.617285480294472
2770,8400,NAmes,6,52,2009,11.960811288962345
1007,6627,BrkSide,3,58,2008,11.191341840842766
3161,10186,NoRidge,7,18,2010,12.154779351142624
988,5330,BrkSide,4,59,2009,11.320553572322773
2690,9986,Somerst,8,0,2007,11.898187865760873
796,3636,IDOTRR,4,58,2008,10.915088464214607
1318,4270,Edwards,3,1,2007,11.27720313144916
1721,6600,Mitchel,5,0,2008,11.779128505744886
3805,10440,OldTown,6,58,2008,12.4529327234617
2094,9084,Gilbert,7,8,2006,12.081076155355488
2413,10000,Somerst,8,1,2007,12.332705296463539
2013,10780,CollgCr,5,30,2006,11.794337924408413
1794,8877,Edwards,4,51,2009,11.512925464970229
1657,7200,IDOTRR,5,11,2006,11.740061037553975
2570,2368,BrDale,5,39,2009,11.736069016284437
2650,9650,NWAmes,6,32,2009,12.031123843065632
2162,9246,NWAmes,5,35,2008,11.813030057420567
693,4118,OldTown,4,56,2006,10.868568448579715
3053,13450,CollgCr,7,4,2006,12.206072645530174
1512,9560,CollgCr,5,34,2006,11.763684183317412
1352,8294,NAmes,4,36,2007,11.719939634354555
2504,13695,SawyerW,6,4,2008,11.951180395901384
2816,9375,CollgCr,8,5,2007,12.339291489316397
2255,7558,Crawfor,6,59,2009,12.083905011555967
1896,11103,CollgCr,7,1,2007,11.956553034172742
1518,6000,OldTown,4,57,2007,11.594505451962652
3029,20781,NWAmes,7,3,2006,12.478006361013815
2568,15306,Timber,8,0,2007,12.554836882168736
3451,16196,SawyerW,7,9,2007,12.2783933071098
2412,5250,OldTown,8,21,2008,11.711776323715394
4102,11643,NAmes,5,40,2009,12.206072645530174
2525,9247,NAmes,6,46,2008,12.049418835484797
1800,6000,BrkSide,6,9,2009,11.812289042195847
4720,14720,NoRidge,8,14,2010,12.92391243868049
3439,10316,CollgCr,7,8,2008,12.367340793126296
2407,10192,NWAmes,7,14,2006,12.043553716032399
1496,9477,NAmes,5,42,2008,11.608235644774552
2312,12537,NAmes,5,2,2010,11.917723684090689
2391,2117,Somerst,6,10,2010,12.086725887897607
4197,16737,NridgHt,9,1,2006,12.66032791780777
3222,9842,SWISU,5,10,2008,12.14950229404178
3234,16158,StoneBr,7,4,2009,12.468436909997665
2106,12513,NAmes,4,2,2009,11.560762794384388
1844,8499,Gilbert,6,0,2007,11.963567869487337
1600,3180,Somerst,7,1,2006,11.87862357740665
2870,7500,Somerst,7,10,2010,12.283033686666302
3011,9179,CollgCr,7,9,2008,12.170445467887022
2532,2665,MeadowV,5,29,2006,11.751942365440728
1953,4435,CollgCr,6,5,2009,11.877568578558138
3512,10635,CollgCr,8,7,2010,12.354492650648448
2132,5400,OldTown,4,59,2009,11.56171562913966
2869,9600,NAmes,6,12,2008,12.016726473799254
3655,9750,CollgCr,7,8,2006,12.521977676925694
4719,11400,NoRidge,10,5,2007,13.053013299269535
2894,10625,Somerst,7,3,2008,12.429216196844383
2293,10991,Timber,8,0,2007,12.384218830913648
1334,6292,SWISU,6,58,2008,11.418614785498987
3092,10998,Edwards,5,49,2009,11.669929213779893
1560,1953,BrDale,6,33,2006,11.326595886778735
1794,9735,Timber,5,1,2008,12.028738630247258
1267,8212,Edwards,3,60,2010,10.976782033219948
3532,12925,NAmes,6,38,2008,12.377922902456833
2338,7200,OldTown,7,56,2006,11.964001084330445
1992,25339,Sawyer,5,0,2007,11.626254150277232
1742,9060,Edwards,6,59,2009,11.56171562913966
2129,5436,IDOTRR,4,3,2010,11.740061037553975
4607,16692,NWAmes,7,28,2006,12.429216196844383
3456,8520,OldTown,6,57,2007,11.820410164718188
3824,14892,Gilbert,9,2,2009,12.841325847671216
2033,6000,BrkSide,6,57,2007,11.782952602183288
3466,9100,CollgCr,7,6,2006,12.367340793126296
2376,8944,NAmes,5,42,2009,11.728036844587175
1957,7838,NAmes,5,39,2006,11.719939634354555
2584,10800,OldTown,6,8,2008,12.0015054797889
3218,4045,Blmngtn,7,0,2006,12.415433652431746
3124,12665,Timber,8,1,2007,12.54686766829102
2946,57200,Timber,5,60,2010,11.982929094215963
1693,6120,BrkSide,5,3,2007,11.831379196088763
2676,7200,NAmes,5,27,2009,11.835008964139341
2088,6171,SWISU,6,19,2009,11.83101549359339
1366,6000,BrkSide,6,58,2008,11.695247021764184
2750,7415,Gilbert,6,4,2008,12.170445467887022
1956,6762,CollgCr,7,0,2006,12.174989532116426
3147,15256,Somerst,8,0,2007,12.552926520261092
2150,10410,OldTown,3,56,2006,11.56171562913966
3501,3842,Crawfor,8,3,2008,12.524526376648708
1820,8445,CollgCr,5,2,2009,11.79810440720389
1458,8780,Mitchel,5,24,2009,11.626254150277232
1891,7740,OldTown,4,60,2010,11.740061037553975
2635,20544,NWAmes,7,17,2008,12.2783933071098
3128,12420,CollgCr,7,8,2009,12.345834587905333
2059,9600,NAmes,6,4,2009,11.84939770159144
1460,7200,NAmes,4,59,2009,11.407564949312402
3440,10994,SawyerW,8,3,2009,12.456831363877356
2218,13053,BrkSide,6,8,2008,12.240474072247506
3217,3635,Blmngtn,7,2,2009,12.077670930725649
2850,11340,OldTown,4,60,2010,11.715866308966918
4300,16545,NoRidge,8,11,2009,12.736700896592344
2377,9204,NAmes,5,45,2008,11.728036844587175
3494,16381,Crawfor,6,37,2006,12.314927050442256
2596,11700,NWAmes,6,38,2006,12.100156419938624
1869,4043,NPkVill,6,33,2010,11.755871643580617
1954,4435,CollgCr,6,5,2008,11.824079893607152
2633,19690,Edwards,6,40,2006,12.524417279788771
2659,9503,NAmes,5,24,2007,11.877568578558138
1780,10721,NAmes,6,49,2008,11.863582336583399
3652,10944,NoRidge,7,14,2008,12.509874099861838
2426,10930,NAmes,5,58,2008,11.84939770159144
1554,7200,OldTown,5,18,2010,11.686878772093667
2585,12546,NWAmes,6,26,2007,12.116694834378958
2210,21930,Gilbert,5,1,2006,12.16597955196373
2356,4928,NPkVill,6,33,2009,11.875830958659597
1184,10800,OldTown,4,0,2007,11.074420502783864
2243,10261,Gilbert,6,8,2008,12.136186518066006
2546,17400,Mitchel,5,29,2006,11.982929094215963
1999,8400,NAmes,6,3,2008,12.066810578196666
2008,9000,NAmes,4,36,2007,11.699405031912846
4042,12444,NridgHt,8,0,2008,12.885670953244288
2759,7407,OldTown,6,14,2010,11.91638857040772
2700,11584,NWAmes,7,28,2007,12.190959007720126
2843,11526,Crawfor,6,14,2008,12.160028707028767
1965,4426,CollgCr,6,4,2008,11.913712983527281
3584,11003,Somerst,10,1,2009,12.644327576461329
1144,8854,BrkSide,6,59,2009,11.703545824578878
2048,8500,CollgCr,7,3,2007,12.098487434850236
1967,8400,Sawyer,6,41,2007,11.76756768334381
2093,26142,Mitchel,5,48,2010,11.969717200243734
3725,10000,CollgCr,8,11,2007,12.388394202324129
1730,11767,Edwards,4,7,2007,11.626254150277232
1183,1533,MeadowV,5,36,2006,11.429543856031177
1792,9000,NAmes,5,35,2009,11.820410164718188
2418,9262,Somerst,8,0,2009,12.567551034433226
2144,3675,Edwards,5,1,2006,11.884489021402711
1140,17217,Mitchel,5,0,2006,11.344506813345266
2031,7500,Somerst,7,4,2009,12.128111104060462
2107,7917,Gilbert,6,7,2007,12.072541252905651
3526,13175,NWAmes,6,22,2010,12.254862809699606
2867,9042,Crawfor,7,4,2010,12.493129522588037
2396,9717,NAmes,5,14,2010,11.864462231052837
2652,9937,Edwards,5,43,2008,11.901583454762012
