Total_size,LotArea,Neighborhood,OverallQual,Age_at_sale,YrSold
2529.0,13050,ClearCr,5,43,2006
2080.0,10820,Sawyer,5,34,2006
2407.0,1700,ClearCr,7,25,2006
2653.0,9375,Edwards,4,52,2006
1595.0,6488,Edwards,5,56,2006
2804.0,19950,Edwards,6,56,2006
4933.0,19800,Edwards,6,16,2006
3864.0,11679,Edwards,5,44,2006
2057.0,12048,Edwards,5,4,2006
1345.0,10519,Edwards,5,7,2006
2382.0,9525,Edwards,6,53,2006
3614.0,12128,SawyerW,6,17,2006
3704.0,9069,SawyerW,6,13,2006
2724.0,11003,CollgCr,7,0,2006
2233.0,7488,CollgCr,7,1,2006
3917.0,13377,CollgCr,6,0,2006
3466.0,11645,CollgCr,8,0,2006
2447.0,10984,CollgCr,7,0,2006
2246.0,9316,CollgCr,7,1,2006
2206.0,9316,CollgCr,7,1,2006
2763.0,12000,ClearCr,6,38,2006
1562.0,13015,CollgCr,5,10,2006
1972.0,12438,CollgCr,6,11,2006
2862.0,8685,CollgCr,7,8,2006
2764.0,9272,CollgCr,7,7,2006
3259.0,13426,CollgCr,7,6,2006
2214.0,8340,CollgCr,6,29,2006
2949.0,10385,CollgCr,6,28,2006
1598.0,7200,CollgCr,5,34,2006
2809.0,9930,CollgCr,7,4,2006
2924.0,9468,CollgCr,6,7,2006
2648.0,11088,CollgCr,8,4,2006
2438.0,8726,CollgCr,7,4,2006
3780.0,10566,CollgCr,8,7,2006
2516.0,21533,CollgCr,7,9,2006
3290.0,11250,CollgCr,7,8,2006
3290.0,11250,CollgCr,7,10,2006
1985.0,4435,CollgCr,6,3,2006
2935.0,8810,CollgCr,7,3,2006
2315.0,8581,CollgCr,7,0,2006
2183.0,8400,CollgCr,7,1,2006
2834.0,8772,CollgCr,7,0,2006
2474.0,8777,Edwards,4,6,2006
1988.0,7840,Edwards,6,31,2006
2383.0,16133,Edwards,5,37,2006
2340.0,7162,Edwards,7,2,2006
1686.0,8050,Edwards,6,4,2006
2816.0,11060,Edwards,7,1,2006
2144.0,3675,Edwards,6,0,2006
2089.0,2522,Edwards,7,2,2006
1201.0,6956,Edwards,4,56,2006
1866.0,7822,Edwards,6,56,2006
1957.0,8707,Edwards,4,56,2006
2782.0,16012,Edwards,4,38,2006
964.0,8248,Edwards,4,56,2006
714.0,8088,Edwards,2,51,2006
1548.0,11388,Edwards,4,13,2006
2721.0,10890,SWISU,5,56,2006
2560.0,6430,SWISU,6,56,2006
2215.0,7000,SWISU,7,9,2006
2031.0,4899,SWISU,6,56,2006
1924.0,9399,Crawfor,7,56,2006
2351.0,10164,SWISU,5,56,2006
1912.0,6191,SWISU,5,56,2006
1868.0,21780,Crawfor,6,56,2006
2729.0,12400,Crawfor,5,56,2006
2648.0,8170,Crawfor,7,56,2006
2188.0,12320,Crawfor,7,16,2006
2166.0,14210,Crawfor,6,47,2006
3417.0,15600,Crawfor,5,43,2006
1496.0,7288,IDOTRR,5,56,2006
2165.0,7000,IDOTRR,6,56,2006
672.0,8534,IDOTRR,4,56,2006
913.0,7030,IDOTRR,4,56,2006
2022.0,9060,IDOTRR,6,49,2006
729.0,12366,IDOTRR,3,56,2006
1396.0,9000,IDOTRR,5,55,2006
936.0,8520,IDOTRR,3,56,2006
3846.0,5748,Crawfor,8,0,2006
3735.0,3842,Crawfor,8,1,2006
2977.0,23580,Mitchel,6,27,2006
2280.0,8385,Mitchel,6,28,2006
1981.0,9116,Mitchel,8,5,2006
2314.0,11080,Mitchel,6,31,2006
3077.0,50102,Timber,6,48,2006
3125.0,8098,Timber,6,6,2006
4024.0,13618,Timber,8,0,2006
3975.0,11577,Timber,9,0,2006
1870.0,31250,Mitchel,1,55,2006
3395.0,7020,Mitchel,7,9,2006
1640.0,2665,MeadowV,5,29,2006
1603.0,10172,Mitchel,5,3,2006
2729.0,11836,Mitchel,5,36,2006
1152.0,1470,MeadowV,4,36,2006
1597.0,1484,MeadowV,4,34,2006
2159.0,13384,Mitchel,5,27,2006
1786.0,1533,MeadowV,4,36,2006
1092.0,1526,MeadowV,4,36,2006
1092.0,1936,MeadowV,4,36,2006
1630.0,1894,MeadowV,4,36,2006
3024.0,20000,Mitchel,5,10,2006
1307.0,10441,Mitchel,5,14,2006
3408.0,9627,Mitchel,7,12,2006
